Unnamed: 0,author,statement,source,date,target,BinaryTarget,BinaryNumTarget,Fake,Real
2535,Ciara O'Rourke,Video shows a Philadelphia poll worker committing election fraud.,Viral image,"November 11, 2022",pants-fire,FAKE,0,,
2536,Ciara O'Rourke,"When 36% of the vote was in, Pennsylvania gubernatorial candidate Josh Shapiro had 370,706 votes and 56.6% of the vote while Doug Mastriano had 844,669 and 41.6%.",Viral image,"November 11, 2022",FALSE,FAKE,0,,
2537,Ciara O'Rourke,Image shows Arizona gubernatorial candidate and Secretary of State Katie Hobbs in the room where ballots were being counted in Maricopa County.,Viral image,"November 11, 2022",FALSE,FAKE,0,,
2538,Ciara O'Rourke,Photos shows 2022 “midterm ballots in trash.”,Viral image,"November 11, 2022",pants-fire,FAKE,0,,
2539,Tori Gantz,"""If Arizona were a country, it’d be the eighth largest incarcerator in the world.""",Julie Gunnigle,"November 11, 2022",mostly-true,REAL,1,REAL,
2540,Andy Nguyen,"Glitches with voting in Arizona, New Jersey and Texas are proof the election is rigged.",Instagram posts,"November 11, 2022",FALSE,FAKE,0,,
2541,Warren Fiske,"In his election as governor, “We won cities that no Republican had ever won.”",Glenn Youngkin,"November 11, 2022",FALSE,FAKE,0,,
2542,Ciara O'Rourke,Photo shows “late-night operatives moving van-loads of suspicious ballots way after legal deadline in Detroit.”,Viral image,"November 10, 2022",FALSE,FAKE,0,,
2543,Ciara O'Rourke,The number of followers John Fetterman and Mehmet Oz have on Instagram proves the Pennsylvania Senate race was illegitimate.,Instagram posts,"November 10, 2022",pants-fire,FAKE,0,,
2544,Ciara O'Rourke,A “dead man on the ballot” is evidence the Democrats cheated in the election.,Instagram posts,"November 10, 2022",FALSE,FAKE,0,,
2545,Ciara O'Rourke,Graph shows Gretchen Whitmer stole the Michigan gubernatorial election.,Instagram posts,"November 10, 2022",pants-fire,FAKE,0,,
2546,Ciara O'Rourke,Map proves the Pennsylvania Senate election was rigged.,Instagram posts,"November 10, 2022",pants-fire,FAKE,0,,
2547,Madison Czopek,A video shows a whistleblower creating fraudulent military ballots during the 2020 presidential election.,Instagram posts,"November 10, 2022",FALSE,FAKE,0,,
2548,Michael Majchrowicz,‘No Sharpies on ballots’ permitted for in-person voting in Illinois.,Instagram posts,"November 10, 2022",FALSE,FAKE,0,,
2549,Faithlyn Graham,West Virginia is poised to “receive $25M for 160 orphaned well clean-up projects across the state.”,Joe Manchin,"November 10, 2022",TRUE,REAL,1,REAL,
2550,Ciara O'Rourke,The Michigan attorney general’s race was “stolen in the middle of the night from Matt DePerno.”,Instagram posts,"November 9, 2022",pants-fire,FAKE,0,,
2551,Michael Majchrowicz,Video shows a faulty New York voting machine invalidated a GOP vote in governor’s race.,Facebook posts,"November 9, 2022",FALSE,FAKE,0,,
2552,Ciara O'Rourke,“Minnesota was stolen from Scott Jensen.”,Instagram posts,"November 9, 2022",pants-fire,FAKE,0,,
2553,Madison Czopek,"It’s a sign of fraud that “in 244 counties across the United States, there are more registered voters than there are people legally eligible to vote.”",Instagram posts,"November 9, 2022",FALSE,FAKE,0,,
2554,Ciara O'Rourke,USA Today reported that “5 children have gone missing inside a Chuck E. Cheese.”,Viral image,"November 9, 2022",pants-fire,FAKE,0,,
2555,Maria Ramirez,“Maricopa County intentionally reduced the polling places.”,Charlie Kirk,"• November 9,",pants-fire,FAKE,0,,
2556,Ciara O'Rourke,“Pennsylvania judge allows ballots to count that are received up until November 14th.”,Viral image,"November 9, 2022",pants-fire,FAKE,0,,
2557,Jon Greenberg,"“Electronic voting machines didn't allow people to vote” in Maricopa County, Arizona.",Tucker Carlson,"November 9, 2022",FALSE,FAKE,0,,
2558,Amy Sherman,John Fetterman “is suing for the right to cheat and steal the election.”,Instagram posts,"November 9, 2022",FALSE,FAKE,0,,
2559,Tom Kertscher,"In Detroit, “people are showing up to vote only to be told, ‘sorry, you have already voted.’”",Donald Trump,"November 9, 2022",FALSE,FAKE,0,,
2560,Michael Majchrowicz,Image shows that the New Mexico secretary of state counted more than 17 million registered voters in a state with a population of about 2 million.,Instagram posts,"November 8, 2022",FALSE,FAKE,0,,
2561,Renee Romo,“Kari Lake is opposed to red flag laws.”,Everytown for Gun Safety,"November 8, 2022",TRUE,REAL,1,REAL,
2562,Alexis Waiss,"The COVID-19 vaccine for children is proving to be “not only ineffective, it’s also proving to be dangerous.”",Kari Lake,"November 8, 2022",FALSE,FAKE,0,,
2563,Andy Nguyen,A Twitter employee was laid off after receiving a meme.,Instagram posts,"November 8, 2022",pants-fire,FAKE,0,,
2564,Jon Greenberg,"“There is no chain of custody” for ballots placed in Box No. 3 at Maricopa, Arizona, polling sites.",Tweets,"November 8, 2022",FALSE,FAKE,0,,
2565,Gabrielle Settles,Video suggests GOP voters denied access in general election.,Instagram posts,"November 8, 2022",FALSE,FAKE,0,,
2566,Michael Majchrowicz,A wax figure of Ye was removed from Madame Tussauds museum but a figure of Adolf Hitler remained.,Instagram posts,"November 8, 2022",FALSE,FAKE,0,,
2567,Jill Terreri,Delayed election results are proof of fraud.,Instagram posts,"• November 8,",FALSE,FAKE,0,,
2568,Sara Swann,Suggests that “since mostly Democrats vote early” then that represents “made-up ballots or dead people voting.”,Instagram posts,"November 8, 2022",FALSE,FAKE,0,,
2569,Jeff Cercone,"""They’re trying to rig the election again! Do not trust the Soros funded voting machines!!!”",Instagram posts,"November 8, 2022",FALSE,FAKE,0,,
2570,Blake Farmer,"""Joe Biden and the New Left even promote surgery on teens and young adults, removing breasts and genitals.""",America First Legal,"November 8, 2022",FALSE,FAKE,0,,
2571,Michael Majchrowicz,A German survey ranked Kyrie Irving as the “greatest threat to world peace” among world leaders.,Viral image,"November 8, 2022",pants-fire,FAKE,0,,
2572,Paul Specht,"“Ted Budd voted to cut Medicare and Social Security and voted to raise the retirement age, too.”",Senate Majority PAC,"November 7, 2022",half-true,REAL,1,REAL,
2573,Tom Kertscher,"In Georgia, it's ""illegal to give people water within 150 feet of a polling place"" and ""punishable by up to a year in prison.""",Liquid Death,"November 7, 2022",TRUE,REAL,1,REAL,
2574,Yacob Reyes,"Sen. Marco Rubio ""helped write the law to raise prescription prices.""",Val Demings,"November 7, 2022",mostly-true,REAL,1,REAL,
2575,Michael Majchrowicz,“DISGRUNTLED EX-EMPLOYEE? Twitter CEO Elon Musk's account is presently suspended.”,Instagram posts,"November 7, 2022",pants-fire,FAKE,0,,
2576,Kristin Hugo,“There are no greenhouse gas emissions in this photo” of cows grazing.,Instagram posts,"November 7, 2022",FALSE,FAKE,0,,
2577,Gabrielle Settles,California’s Proposition 1 includes “a right to abortion up-to-birth.”,Instagram posts,"November 7, 2022",barely-true,FAKE,0,,
2578,Michael Majchrowicz,"“So the Pennsylvania Supreme Court just ruled, in effect, that the 2020 presidential election was rigged.”",Donald Trump,"November 7, 2022",pants-fire,FAKE,0,,
2579,Andy Nguyen,"The United States is ""about to run out of diesel fuel ... by the Monday of Thanksgiving week.""",Tucker Carlson,"November 7, 2022",FALSE,FAKE,0,,
2580,Jill Terreri,"The state is absorbing the cost of overtime pay for farmworkers, and farm owners do not have to pay any more.",Kathy Hochul,"• November 5,",mostly-true,REAL,1,REAL,
2581,Tom Kertscher,"“Kamala Harris said disaster aid should go to non-white citizens first.""",America First Legal,"November 5, 2022",FALSE,FAKE,0,,
2582,Ciara O'Rourke,The attack on Paul Pelosi was a “false flag.”,Instagram posts,"November 5, 2022",pants-fire,FAKE,0,,
2583,Michael Majchrowicz,"Photo shows Stanford scientists' ""3D model of how Joseph, the husband of Mary the Mother of Jesus Christ, might have looked.”",Instagram posts,"November 4, 2022",FALSE,FAKE,0,,
2584,Jami Martin-Trainor,"Nancy Pelosi gave “$30,000 … to boost @LizMathis1’s campaign”",Ashley Hinson,"November 4, 2022",TRUE,REAL,1,REAL,
2585,Michael Majchrowicz,"Speaker Nancy Pelosi held a T-shirt that reads, “I’m proud of my gay husband.”",Viral image,"November 4, 2022",pants-fire,FAKE,0,,
2586,Ciara O'Rourke,Brazil’s presidential election was “stolen.”,Instagram posts,"November 4, 2022",FALSE,FAKE,0,,
2587,Amy Sherman,Former President Jimmy Carter said “don’t ever use” mail in ballots because “they can be so easily corrupted.”,Donald Trump,"November 4, 2022",FALSE,FAKE,0,,
2588,Louis Jacobson,The U.S. “could easily count every vote in every state on election night until a few years ago.”,Instagram posts,"November 4, 2022",barely-true,FAKE,0,,
2589,Ciara O'Rourke,“Joe Biden announced to the world tonight that they are going to cheat by dumping ballots.”,Instagram posts,"November 4, 2022",pants-fire,FAKE,0,,
2590,Ciara O'Rourke,The FBI took over the investigation into the attack on Paul Pelosi because San Francisco authorities weren’t sticking to Nancy Pelosi’s talking points.,Viral image,"November 4, 2022",FALSE,FAKE,0,,
2591,Luiz Romero,"Brazil President Jair Bolsonaro will hold a press conference to “announce military audit of controversial election, may arrest criminal judges.”",Instagram posts,"November 4, 2022",FALSE,FAKE,0,,
2592,Chad Bradley,David Schweikert has “been convicted of 11 House ethics violations.”,Jevin Hodge,"November 4, 2022",TRUE,REAL,1,REAL,
2593,Warren Fiske,They were “never my comments” that a woman can’t get pregnant from rape.,Yesli Vega,"November 4, 2022",half-true,REAL,1,REAL,
2594,Amy Sherman,“Two thirds of eligible voters don’t vote.”,Instagram posts,"November 4, 2022",FALSE,FAKE,0,,
2595,Madeline Heim,"Tony Evers “wants to let out between 9,000 and 10,000 more” Wisconsin prisoners",Tim Michels,"November 4, 2022",FALSE,FAKE,0,,
2596,Amy Sherman,“Pennsylvania is under a court order to count their ballots on election day and not after!!”,Facebook posts,"November 3, 2022",pants-fire,FAKE,0,,
2597,Maria Ramirez,“Biden and Democrats have dismantled border security.”,Adam Laxalt,"• November 3,",FALSE,FAKE,0,,
2598,Alexis Waiss,Katie Hobbs “has voted to double our gas tax.”,Kari Lake,"November 3, 2022",mostly-true,REAL,1,REAL,
2599,Ciara O'Rourke,Reuters reported that Nancy Pelosi bought 10 million shares of cannabis stock.,Viral image,"November 3, 2022",FALSE,FAKE,0,,
2600,Yacob Reyes,"It's not true that ""the United States was built on stolen land.""",Ron DeSantis,"November 3, 2022",pants-fire,FAKE,0,,
2601,Ciara O'Rourke,The media reported on “5 TikTok dances you can do to help Ukraine fight Russia.”,Viral image,"November 3, 2022",FALSE,FAKE,0,,
2602,Michael Majchrowicz,“Freedom of Information Act requests show a dozen phone calls between the cell phone of Ray Epps and the office of Speaker Pelosi in the week before #January6th”,Instagram posts,"November 3, 2022",FALSE,FAKE,0,,
2603,Amy Sherman,"""Over 240,000 'unverified' ballots have already been sent out in Pennsylvania, a total mess. The Democrats are playing games again.”",Donald Trump,"November 3, 2022",FALSE,FAKE,0,,
2604,Michael Majchrowicz,"Australian officials “are giving cows mRNA vaccines.""",Instagram posts,"November 3, 2022",FALSE,FAKE,0,,
2605,Michael Majchrowicz,Thunderous crowd at Philadelphia Phillies game “literally registering on the Penn State University Brandywine seismograph station.”,Tweets,"November 3, 2022",pants-fire,FAKE,0,,
2606,Ciara O'Rourke,CNN reported Donald Trump died on Nov. 1.,Viral image,"November 3, 2022",pants-fire,FAKE,0,,
2607,Jon Greenberg,“J.D. Vance said nothing about” the attack on Paul Pelosi.,Tim Ryan,"November 3, 2022",FALSE,FAKE,0,,
2608,Louis Jacobson,"President Joe Biden and Democrats ""send a fortune to Ukraine but nothing for our children.""",Citizens for Sanity,"November 3, 2022",pants-fire,FAKE,0,,
2609,D.L. Davis,"Says ""Ron Johnson is making excuses for rioters who tried to overthrow our government, even calling them ‘peaceful protests.’”",Senate Majority PAC,"November 3, 2022",mostly-true,REAL,1,REAL,
2610,Ciara O'Rourke,“Smithsonian admits to destruction of thousands of giant human skeletons in early 1900s.”,Viral image,"November 3, 2022",pants-fire,FAKE,0,,
2611,Ciara O'Rourke,“Leaked audio tape of the 911 call from the Paul Pelosi attack has surfaced. The call proves that the liberal media has lied about what really happened.”,Viral image,"November 3, 2022",FALSE,FAKE,0,,
2612,Tom Kertscher,"""Raphael Warnock and Stacey Abrams are radical communists and, if they get their way, gun owners here in Georgia will be completely disarmed.""",Georgia Gun Owners,"November 3, 2022",pants-fire,FAKE,0,,
2613,Sydney Carruth,“We have seen over the last 10 years ... under Republican governors a rise in the murder rate in Arizona of 20%.”,Kris Mayes,"November 2, 2022",barely-true,FAKE,0,,
2614,Alexis Waiss,"Abraham Hamadeh says he will “lock up doctors, nurses, pharmacists” and “punish women for abortion.”",Kris Mayes,"November 2, 2022",half-true,REAL,1,REAL,
2615,Haley Tenore,"Said Katie Hobbs “fought to” “prevent students from learning (about) the Pledge of Allegiance, Constitution, Mayflower Compact and Declaration of Independence.”",Kari Lake,"November 2, 2022",FALSE,FAKE,0,,
2616,Michael Majchrowicz,Julie Powell died from the COVID-19 vaccine.,Instagram posts,"November 2, 2022",FALSE,FAKE,0,,
2617,Louis Jacobson,"""On my watch, for the first time in 10 years, seniors are getting an increase in their Social Security checks.""",Joe Biden,"November 2, 2022",pants-fire,FAKE,0,,
2618,Andy Nguyen,"""PayPal has reinstated its policy to fine users $2,500 directly from their accounts if they spread 'misinformation.'""",Instagram posts,"November 2, 2022",FALSE,FAKE,0,,
2619,Ciara O'Rourke,“Two far-right websites attributed to David DePape to smear conservatives were fabricated — they were created Friday.”,Viral image,"November 2, 2022",pants-fire,FAKE,0,,
2620,Ciara O'Rourke,Bill Gates’ daughters aren’t vaccinated.,Viral image,"November 2, 2022",pants-fire,FAKE,0,,
2621,Ciara O'Rourke,"David DePape “stripped down to his underwear, grabbed a hammer, and jogged all the way to Nancy Pelosi’s house.”",Viral image,"November 2, 2022",FALSE,FAKE,0,,
2622,Ciara O'Rourke,House Speaker Nancy Pelosi “doesn’t even have surveillance cameras around her house.”,Viral image,"November 2, 2022",pants-fire,FAKE,0,,
2623,Dave Boucher,"If Proposal 3 passes, it would allow children to undergo ""gender-change therapy without parental consent""",Citizens to Support MI Women & Children,"November 2, 2022",FALSE,FAKE,0,,
2624,Gabrielle Settles,"At the Pelosi house, “the glass it seems was broken from the inside to the out, so it wasn’t a break-in, it was a breakout.”",Donald Trump,"November 2, 2022",pants-fire,FAKE,0,,
